"id";"Libellé";"Catégorie";"Marque";"Prix d'achat HT";"Fournisseur";"Ref. fournisseur";"Prix de vente";"Taxe";"Code-barres";"Type de déclinaison";"Prix soldé";"Emplacement";"Référence externe";"Compte comptable";"points +";"points -";"Affichable";"En ligne";"Image";"Stock";"Catégorie";"Poids";"Libellé court"
"167";"SPAGHETTI BLANCS (500G) BIO POUR TOUS";"Epicerie sec";"N/A";"0.97000";"Relais Vert";"";"1.33000";"0.05500";"3760295170075";"";"1.13000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"500.00";"SPAGHETTI BLANCS"
"168";"SPAGHETTI DEMI COMPLET (500G) BIO POUR TOUS";"Epicerie sec";"N/A";"0.97000";"Relais Vert";"";"1.33000";"0.05500";"3760295170167";"";"1.13000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"500.00";"SPAGHETTI DEMI COMPLET"
"169";"TABLETTE CHOCOLAT LAIT 32% NOISETTES ENTIERES (100G) VIVANI";"Epicerie sec";"N/A";"2.22000";"Relais Vert";"";"3.04000";"0.05500";"4044889000078";"";"2.58000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"100.00";"CHOCOLAT LAIT 32% NOISETTES"
"170";"TABLETTE CHOCOLAT LAIT 33% (100G) VIVANI";"Epicerie sec";"N/A";"2.25000";"Relais Vert";"";"3.09000";"0.05500";"4044889001037";"";"2.61000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"100.00";"CHOCOLAT LAIT 33%"
"171";"TABLETTE CHOCOLAT NOIR 55% AMANDES (100G) VIVANI";"Epicerie sec";"N/A";"2.22000";"Relais Vert";"";"3.04000";"0.05500";"4044889003208";"";"2.58000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"100.00";"CHOCOLAT NOIR 55% AMANDES"
"172";"TABLETTE CHOCOLAT NOIR 70% DESSERT COUVERTURE (200G) VIVANI";"Epicerie sec";"N/A";"4.38000";"Relais Vert";"";"6.01000";"0.05500";"4044889002225";"";"5.08000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"CHOCOLAT NOIR 70% DESSERT"
"173";"TABLETTE CHOCOLAT NOIR 75% DE PANAMA AU SUCRE DE FLEUR DE COCOTIER (80G) VIVANI";"Epicerie sec";"N/A";"2.56000";"Relais Vert";"";"3.51000";"0.05500";"4044889002713";"";"2.97000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"80.00";"CHOCOLAT NOIR 75% FLEUR COCO"
"174";"TABLETTE CHOCOLAT NOIR 92% DE PANAMA AU SUCRE DE FLEUR DE COCOTIER (80G) VIVANI";"Epicerie sec";"N/A";"2.57000";"Relais Vert";"";"3.52000";"0.05500";"4044889002249";"";"2.98000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"80.00";"CHOCOLAT NOIR 92% FLEUR COCO"
"175";"SAUCE SOJA TAMARI (200ML) AUTOUR DU RIZ";"Epicerie sec";"N/A";"3.00000";"Relais Vert";"";"4.11000";"0.05500";"3760275570758";"";"3.48000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"SAUCE SOJA TAMARI "
"176";"TAMPON NORMAL EN COTON 100% BIO SANS APPLICATEUR (X20) NATRACARE BODYWISE";"Hygiene";"N/A";"3.10000";"Relais Vert";"";"4.84000";"0.05500";"782126001009";"";"4.09200";"";"";"";"0";"0";"1";"0";"";"";"Hygiene";"0.00";"TAMPON NORMAL EN COTON 100%"
"177";"THON LISTAO NATUREL (160G - PNE 112G) PHARE D'ECKMUHL";"Epicerie sec";"N/A";"2.68000";"Relais Vert";"";"3.68000";"0.05500";"3263670451016";"";"3.11000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"160.00";"THON NATUREL"
"178";"TOMATES CONCASSEES (400G) BIO POUR TOUS";"Epicerie sec";"N/A";"0.87000";"Relais Vert";"";"1.19000";"0.05500";"3760295171454";"";"1.00000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"400.00";"TOMATES CONCASSEES"
"179";"TOMATES PELEES (400G) BIO POUR TOUS";"Epicerie sec";"N/A";"0.88000";"Relais Vert";"";"1.20000";"0.05500";"3760295171430";"";"1.02000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"400.00";"TOMATES PELEES"
"180";"TORTILLA CHIPS NATURE (150G) PHILIA";"Epicerie sec";"N/A";"1.53000";"Relais Vert";"";"2.10000";"0.05500";"3520832340565";"";"1.78000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"150.00";"TORTILLA CHIPS NATURE"
"181";"VINAIGRE BALSAMIQUE DE MODENE 6% (50CL) BIO POUR TOUS";"Epicerie sec";"N/A";"3.48000";"Relais Vert";"";"4.77000";"0.05500";"3760295170426";"";"4.04000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"500.00";"VINAIGRE BALSAMIQUE"
"182";"VINAIGRE BLANC MENAGER D'ALCOOL 12% (1L) MAISON PINSON";"Epicerie sec";"N/A";"1.53000";"Relais Vert";"";"2.39000";"0.05500";"3520836330074";"";"2.02000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"1000.00";"VINAIGRE BLANC 12%"
"183";"VINAIGRE DE CIDRE (75CL) BIO POUR TOUS";"Epicerie sec";"N/A";"2.19000";"Relais Vert";"";"3.00000";"0.05500";"3760295170280";"";"2.54000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"750.00";"VINAIGRE DE CIDRE"
"184";"PUREE D'AMANDES BLANCHES ";"Epicerie sec";"N/A";"5.75000";"Relais Vert";"";"7.89000";"0.05500";"8002352300007";"";"6.67000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"0.00";"PUREE D'AMANDES BLANCHES "
"185";"BEURRE DE CACAHUETES (270G) GO NUTS";"Epicerie sec";"N/A";"3.56000";"Relais Vert";"";"4.88000";"0.05500";"3770008500129";"";"4.13000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"270.00";"BEURRE DE CACAHUETES "
"187";"SHAMPOOING CHEVEUX NORMAUX AU SAVON D'ALEP (500ML) NAJEL";"Hygiene";"N/A";"6.51000";"Relais Vert";"";"10.15560";"0.05500";"3760061220775";"";"8.59000";"";"";"";"0";"0";"1";"0";"";"";"Hygiene";"500.00";"SHAMPOOING AU SAVON D'ALEP"
"188";"COOKIES CHOCOLAT NOISETTES AVEC ETUI CARTON (175G) BISSON";"Epicerie sec";"N/A";"2.92000";"Relais Vert";"";"4.00000";"0.05500";"3380380105340";"";"3.39000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"175.00";"COOKIES CHOCO NOISETTES"
"189";"CORN FLAKES NATURE SANS SUCRE (500G) GRILLON D' OR";"Epicerie sec";"N/A";"3.86000";"Relais Vert";"";"5.29000";"0.05500";"3421557111044";"";"4.48000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"500.00";"CORN FLAKES SANS SUCRE"
"190";"TARTINES AU SARRASIN (150G) LE PAIN DES FLEURS";"Epicerie sec";"N/A";"2.55000";"Relais Vert";"";"3.50000";"0.05500";"3380380048432";"";"2.96000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"150.00";"TARTINES AU SARRASIN"
"191";"COMPOTE DE POMME DEMETER (660G) COTEAUX NANTAIS";"Epicerie sec";"N/A";"3.25000";"Relais Vert";"";"4.46000";"0.05500";"3301594000092";"";"3.77000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"660.00";"COMPOTE DE POMME DEMETER"
"192";"DESSERT VEGETAL FERMENTE COCO NATURE LEGERE (400G) YA";"Epicerie frais";"N/A";"2.90000";"Relais Vert";"";"3.98000";"0.05500";"3760192499903";"";"3.36000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"400.00";"DESSERT VEGETAL COCO"
"193";"PATE FEUILLETEE A DEROULER (230G) NATUR'AVENIR";"Epicerie frais";"N/A";"1.82000";"Relais Vert";"";"2.50000";"0.05500";"3520837620013";"";"2.11000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"230.00";"PATE FEUILLETEE"
"196";"CREME FRAICHE DE BREBIS 60% MG (25CL) GABORIT";"Epicerie frais";"N/A";"2.59000";"Relais Vert";"";"3.55000";"0.05500";"3438860003003";"";"3.01000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"25.00";"CREME FRAICHE BREBIS 60%"
"197";"CREME FRAICHE PASTEURISEE 56% MG (25CL) GABORIT";"Epicerie frais";"N/A";"2.63000";"Relais Vert";"";"3.61000";"0.05500";"3438860002815";"";"3.05000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"25.00";"CREME FRAICHE PASTEURISEE 56%"
"198";"BEURRE CRU DEMI SEL (125G) GABORIT";"Epicerie frais";"N/A";"2.26000";"Relais Vert";"";"3.10000";"0.05500";"3438860004055";"";"2.62000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"125.00";"BEURRE CRU DEMI SEL"
"199";"BEURRE CRU DOUX (125G) GABORIT";"Epicerie frais";"N/A";"2.29000";"Relais Vert";"";"3.14000";"0.05500";"3438860004062";"";"2.66000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"125.00";"BEURRE CRU DOUX"
"200";"BEURRE DE BARATTE DEMI-SEL (250G) NATUR'AVENIR";"Epicerie frais";"N/A";"3.01000";"Relais Vert";"";"4.13000";"0.05500";"3520837320203";"";"3.49000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"250.00";"BEURRE BARATTE DEMI-SEL"
"201";"BEURRE DE BARATTE DOUX (250G) NATUR'AVENIR";"Epicerie frais";"N/A";"3.01000";"Relais Vert";"";"4.13000";"0.05500";"3520837320197";"";"3.49000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"250.00";"BEURRE BARATTE DOUX"
"203";"CREME ENTIERE LIQUIDE STERILISEE UHT 30% (3X20CL) NATUR'AVENIR";"Epicerie sec";"N/A";"3.56000";"Relais Vert";"";"4.88000";"0.05500";"3520836230039";"";"4.13000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"600.00";"CREME ENTIERE UHT 30%"
"204";"LAIT DE VACHE UHT DEMI ECREME BOUTEILLE (1L) NATUR'AVENIR";"Epicerie sec";"N/A";"1.28000";"Relais Vert";"";"1.76000";"0.05500";"3520836330029";"";"1.49000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"1000.00";"LAIT DE VACHE UHT DEMI ECREME"
"206";"TOFU LACTOFERMENTE MARINE AU TAMARI (2X100G) SOJAMI";"Epicerie frais";"N/A";"3.10000";"Relais Vert";"";"4.25000";"0.05500";"3576566002002";"";"3.60000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"200.00";"TOFU LACTO TAMARI"
"207";"MOZZARELLA DE BUFFLONNE DOP (125G) OMA";"Epicerie frais";"N/A";"2.13000";"Relais Vert";"";"2.92000";"0.05500";"4026913152854";"";"2.47000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"125.00";"MOZZARELLA BUFFLONNE"
"219";"MOUTARDE MIAM";"Epicerie sec";"N/A";"3.00000";"Miam";"";"4.00000";"0.05500";"2430000002199";"";"4.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"MOUTARDE"
"220";"MOUTARDE AU MIEL MIAM";"Epicerie sec";"N/A";"3.50000";"Miam";"";"4.50000";"0.05500";"2430000002205";"";"4.50000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"MOUTARDE AU MIEL"
"221";"HOUMOUS MIAM";"Epicerie frais";"N/A";"4.00000";"Miam";"";"4.00000";"0.05500";"2430000002212";"";"4.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie frais";"200.00";"HOUMOUS"
"222";"GARLIC BOMB MIAM";"Epicerie frais";"N/A";"5.00000";"Miam";"";"5.00000";"0.05500";"2430000002229";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie frais";"200.00";"GARLIC BOMB"
"228";"SEL FIN DE CAMARGUE";"VRAC";"N/A";"0.73000";"Keramis";"";"0.00100";"0.05500";"2430000002281";"";"0.00085";"";"France";"";"0";"0";"1";"0";"";"";"VRAC";"0.00";"SEL FIN DE CAMARGUE"
"229";"FARINE DE RIZ";"VRAC";"N/A";"0.00164";"Keramis";"";"0.00225";"0.05500";"2430000002298";"";"0.00190";"";"";"";"0";"0";"1";"0";"";"";"VRAC";"0.00";"FARINE DE RIZ"
"230";"GROS SEL DE CAMARGUE ";"VRAC";"N/A";"0.00072";"Keramis";"";"0.00099";"0.05500";"2430000002304";"";"0.00084";"";"";"";"0";"0";"1";"0";"";"";"VRAC";"0.00";"GROS SEL DE CAMARGUE "
"231";"LEVURE MALTÉE UE";"VRAC";"N/A";"0.02080";"Keramis";"";"0.02852";"0.05500";"2430000002311";"";"0.02413";"";"UE";"";"0";"0";"1";"0";"";"";"VRAC";"0.00";"LEVURE MALTÉE"
"234";"SARRASIN DECORTIQUE FRANCE VRAC";"VRAC";"N/A";"0.00651";"Keramis";"";"0.00893";"0.05500";"2430000002342";"";"0.00756";"";"France";"";"0";"0";"1";"0";"";"";"VRAC";"0.00";"SARRASIN DECORTIQUE"
"235";"SAVON DOUCEUR D’ADAM 100G";"Hygiene";"N/A";"3.50000";"L'instant savon";"";"4.80000";"0.20000";"2430000002359";"";"4.80000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Hygiene";"100.00";"SAVON DOUCEUR D’ADAM"
"236";"SAVON PATCHOUCACAO 100G";"Hygiene";"N/A";"3.50000";"L'instant savon";"";"4.80000";"0.20000";"2430000002366";"";"4.80000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Hygiene";"100.00";"SAVON PATCHOUCACAO"
"237";"SHAMPOOING SOLIDE 100G";"Hygiene";"N/A";"3.80000";"L'instant savon";"";"5.00000";"0.20000";"2430000002373";"";"5.00000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Hygiene";"100.00";"SHAMPOOING SOLIDE"
"238";"SAVON LE BAROUDEUR 250G";"Hygiene";"N/A";"3.80000";"L'instant savon";"";"5.00000";"0.20000";"2430000002380";"";"5.00000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Hygiene";"250.00";"SAVON LE BAROUDEUR"
"239";"DENTIFRICE SOLIDE";"Hygiene";"N/A";"2.00000";"L'instant savon";"";"3.50000";"0.20000";"2430000002397";"";"3.50000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Hygiene";"0.00";"DENTIFRICE SOLIDE"
"240";"TISANE CHANVRE FRAMBOISIER CASSIS (15G)";"Epicerie sec";"N/A";"6.82000";"La foret enchanvree";"";"7.80000";"0.05500";"2430000002403";"";"7.80000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Epicerie sec";"15.00";"TISANE CHANVRE FRAMB CASSIS"
"241";"TISANE CHANVRE SUREAU (15G)";"Epicerie sec";"N/A";"6.82000";"La foret enchanvree";"";"7.80000";"0.05500";"2430000002410";"";"7.80000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Epicerie sec";"15.00";"TISANE CHANVRE SUREAU"
"242";"GRAINES DE CHANVRE CONCASSÉES (50G)";"Epicerie sec";"N/A";"3.03000";"La foret enchanvree";"";"3.50000";"0.05500";"2430000002427";"";"3.50000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Epicerie sec";"50.00";"GRAINES DE CHANVRE CONCASSÉES"
"243";"CHOCOLAT CRU 70 \% AU CHANVRE (90G)";"Epicerie sec";"N/A";"5.88000";"La foret enchanvree";"";"6.50000";"0.05500";"2430000002434";"";"6.50000";"";"Lesparrou";"";"0";"0";"1";"0";"";"";"Epicerie sec";"90.00";"CHOCOLAT CRU 70% AU CHANVRE"
"244";"SPIRULINE (100G)";"Epicerie sec";"N/A";"17.21000";"Spiruline dynamisee";"";"19.00000";"0.05500";"2430000002441";"";"19.00000";"";"La Cassaigne";"";"0";"0";"1";"0";"";"";"Epicerie sec";"100.00";"SPIRULINE"
"251";"DÉLICE DE CASSIS (37,5 CL)";"Epicerie sec";"N/A";"5.30806";"Claude Fressonnet";"";"7.00000";"0.05500";"2430000002519";"";"7.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"375.00";"DÉLICE DE CASSIS"
"252";"DÉLICE DE PRUNES AUX ÉPICES (37,5CL)";"Epicerie sec";"N/A";"4.54976";"Claude Fressonnet";"";"6.00000";"0.05500";"2430000002526";"";"6.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"375.00";"DÉLICE DE PRUNES ÉPICES"
"253";"CONFITURE DE PRUNE-FRAMBOISE (230G)";"Epicerie sec";"N/A";"3.03318";"Claude Fressonnet";"";"4.00000";"0.05500";"2430000002533";"";"4.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"230.00";"CONFITURE DE PRUNE-FRAMBOISE"
"255";"DÉLICE DE CHÂTAIGNE (365 GR)";"Epicerie sec";"N/A";"4.32227";"Claude Fressonnet";"";"5.70000";"0.05500";"2430000002557";"";"5.70000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"365.00";"DÉLICE DE CHÂTAIGNE"
"256";"COMPOTE DE POMMES-PÊCHES (330 GR)";"Epicerie sec";"N/A";"2.80569";"Claude Fressonnet";"";"3.70000";"0.05500";"2430000002564";"";"3.70000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"330.00";"COMPOTE DE POMMES-PÊCHES"
"257";"PÂTÉ VÉGÉTAL DE POTIMARRON (200 GR)";"Epicerie sec";"N/A";"3.56398";"Claude Fressonnet";"";"4.70000";"0.05500";"2430000002571";"";"4.70000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"PÂTÉ VÉGÉTAL DE POTIMARRON"
"258";"CONFITURE DE PRUNES REINE-CLAUDE (400 GR)";"Epicerie sec";"N/A";"3.56398";"Claude Fressonnet";"";"4.70000";"0.05500";"2430000002588";"";"4.70000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"400.00";"CONFITURE REINE-CLAUDE"
"259";"SAUCISSON LE GOULET /KG";"Charcuterie";"N/A";"0.03800";"Le Goulet";"";"0.04300";"0.05500";"2430000002595";"";"0.04300";"";"Roquefeuil";"";"0";"0";"1";"0";"";"";"Charcuterie";"0.00";"SAUCISSON LE GOULET"
"260";"TISANE VOYAGE INTÉRIEUR (30G)";"Epicerie sec";"N/A";"4.00000";"Les herbes d’Aure";"";"6.00000";"0.05500";"2430000002601";"";"6.00000";"";"Cahuzac";"";"0";"0";"1";"0";"";"";"Epicerie sec";"30.00";"TISANE VOYAGE INTÉRIEUR"
"261";"TISANE RÊVES ÉTOILES (25G)";"Epicerie sec";"N/A";"4.00000";"Les herbes d’Aure";"";"6.00000";"0.05500";"2430000002618";"";"6.00000";"";"Cahuzac";"";"0";"0";"1";"0";"";"";"Epicerie sec";"25.00";"TISANE RÊVES ÉTOILES "
"262";"TISANE SPÉCIFIQUEMENT FÉMININE (25G)";"Epicerie sec";"N/A";"4.00000";"Les herbes d’Aure";"";"6.00000";"0.05500";"2430000002625";"";"6.00000";"";"Cahuzac";"";"0";"0";"1";"0";"";"";"Epicerie sec";"25.00";"TISANE FÉMININE"
"266";"CONFITURE DE CASSIS 200G";"Epicerie sec";"N/A";"3.60000";"Belladones";"";"4.00000";"0.05500";"2430000002663";"";"4.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"CONFITURE DE CASSIS"
"267";"CONFITURE DE CASSEILLES 200G";"Epicerie sec";"N/A";"3.60000";"Belladones";"";"4.00000";"0.05500";"2430000002670";"";"4.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"CONFITURE DE CASSEILLES"
"268";"GELÉE DE GROSEILLES 200G";"Epicerie sec";"N/A";"3.60000";"Belladones";"";"4.00000";"0.05500";"2430000002687";"";"4.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"200.00";"GELÉE DE GROSEILLES"
"269";"SIROP DE FLEURS DE SUREAU 50CL";"Epicerie sec";"N/A";"6.30000";"Belladones";"";"7.00000";"0.05500";"2430000002694";"";"7.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"500.00";"SIROP DE FLEURS DE SUREAU"
"275";"BLETTES";"Fruits et legumes";"N/A";"0.00332";"La Peyrouse";"";"0.00385";"0.05500";"2430000002755";"";"0.00385";"";"Puivert";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"276";"KOMBUCHA VERVEINE MENTHE 75CL";"Epicerie frais";"N/A";"5.11848";"Les terres sauvages";"";"6.00000";"0.05500";"2430000002762";"";"6.00000";"";"Saint Julien de gras";"";"0";"0";"1";"0";"";"";"Epicerie frais";"750.00";"KOMBUCHA VERVEINE MENTHE"
"277";"KOMBUCHA CYNORRHODONS 75CL";"Epicerie frais";"N/A";"5.11848";"Les terres sauvages";"";"6.00000";"0.05500";"2430000002779";"";"6.00000";"";"Saint Julien de gras";"";"0";"0";"1";"0";"";"";"Epicerie frais";"750.00";"KOMBUCHA CYNORRHODONS"
"278";"BAUME PLANTAIN 20G";"Hygiene";"N/A";"7.25118";"Les terres sauvages";"";"6.00000";"0.20000";"2430000002786";"";"0.00000";"";"Saint Julien de gras";"";"0";"0";"1";"0";"";"";"Hygiene";"20.00";"BAUME PLANTAIN"
"279";"BAUME CONSOUDE 20G";"Hygiene";"N/A";"7.25118";"Les terres sauvages";"";"6.00000";"0.20000";"2430000002793";"";"0.00000";"";"Saint Julien de gras";"";"0";"0";"1";"0";"";"";"Hygiene";"20.00";"BAUME CONSOUDE"
"292";"MIEL MULTIFLORAL 500G";"Epicerie sec";"N/A";"8.53081";"Abelhas Canteradas";"";"10.00000";"0.05500";"2430000002922";"";"10.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Epicerie sec";"500.00";"MIEL MULTIFLORAL"
"293";"CARDAMOME POUDRE";"VRAC";"N/A";"0.03402";"Keramis";"";"0.04670";"0.05500";"2430000002939";"";"0.03948";"";"";"";"0";"0";"1";"0";"";"";"VRAC";"0.00";"CARDAMONE POUDRE"
"295";"CIABATTA";"Pain & Viennoiseries";"N/A";"0.90000";"Miam";"";"1.00000";"0.05500";"2430000002953";"";"1.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Pain & Viennoiseries";"0.00";""
"296";"KÉFIR DE GROSEILLE";"Epicerie frais";"N/A";"2.50000";"Belladones";"";"3.00000";"0.05500";"2430000002960";"";"3.00000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie frais";"330.00";"KÉFIR DE GROSEILLE"
"297";"JUS DE POMMES 1L";"Epicerie sec";"N/A";"3.05000";"Coume de Fa ( Caroline )";"";"3.65000";"0.05500";"2430000002977";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"1000.00";"JUS DE POMMES"
"299";"HUILE D'OLIVE 75 CL LUCE";"Epicerie sec";"N/A";"9.31000";"Relais Vert";"";"12.77000";"0.05500";"3329480001640";"";"10.81000";"";"";"";"0";"0";"1";"0";"";"";"Epicerie sec";"750.00";"HUILE D'OLIVE 75 CL LUCE"
"301";"PORTE SAVON";"Artisanat";"N/A";"12.67000";"Parole de terre";"";"19.00000";"0.20000";"2430000003011";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"PORTE SAVON"
"302";"PAIN BLÉS ANCIENS ET GRAINES DEMI";"Pain & Viennoiseries";"N/A";"0.00000";"Miam";"";"3.50000";"0.05500";"2430000003028";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Pain & Viennoiseries";"0.00";""
"304";"PETITS CADRES";"Artisanat";"N/A";"0.00000";"Seesing Feng Shui";"";"10.00000";"0.20000";"2430000003042";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"PETITS CADRES"
"305";"CADRES A4";"Artisanat";"N/A";"0.00000";"Seesing Feng Shui";"";"20.00000";"0.20000";"2430000003059";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"CADRES A4"
"306";"PEINTURE";"Artisanat";"N/A";"0.00000";"Seesing Feng Shui";"";"30.00000";"0.20000";"2430000003066";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"PEINTURE"
"307";"ART EN BOIS LONG";"Artisanat";"N/A";"0.00000";"Seesing Feng Shui";"";"30.00000";"0.20000";"2430000003073";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"ART EN BOIS LONG"
"308";"ART EN BOIS CRISTAL";"Artisanat";"N/A";"0.00000";"Seesing Feng Shui";"";"25.00000";"0.20000";"2430000003080";"";"0.00000";"";"Montbel";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"ART EN BOIS CRISTAL"
"309";"CARTES POSTALE";"Artisanat";"N/A";"0.00000";"Seesing Feng Shui";"";"2.00000";"0.20000";"2430000003097";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Artisanat";"0.00";"CARTES POSTALE"
"311";"PAIN BLÉS ANCIENS 800G";"Pain & Viennoiseries";"N/A";"4.50000";"Miam";"";"5.00000";"0.05500";"2430000003110";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Pain & Viennoiseries";"0.00";""
"312";"PAIN BLÉS ANCIENS & GRAINES 800G";"Pain & Viennoiseries";"N/A";"6.32000";"Miam";"";"7.00000";"0.05500";"2430000003127";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Pain & Viennoiseries";"0.00";""
"313";"PAIN SEIGLE 800G";"Pain & Viennoiseries";"N/A";"4.50000";"Miam";"";"5.00000";"0.05500";"2430000003134";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Pain & Viennoiseries";"0.00";""
"314";"JEUNES OIGNONS (BOTTE)";"Fruits et legumes";"N/A";"1.90000";"La Peyrouse";"";"2.60000";"0.05500";"2430000003141";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"316";"PATATES";"Fruits et legumes";"N/A";"0.00300";"Le Goulet";"";"0.00380";"0.05500";"2430000003165";"";"0.00380";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"317";"NAVETS";"Fruits et legumes";"N/A";"0.00227";"La Peyrouse";"";"0.00264";"0.05500";"2430000003172";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"318";"MÂCHE ";"Fruits et legumes";"N/A";"0.00948";"La Peyrouse";"";"0.01100";"0.05500";"2430000003189";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"321";"SHIITAKE MYCIDOUC";"Fruits et legumes";"N/A";"0.01524";"Mycidouc";"";"0.01600";"0.05500";"2430000003219";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"322";"PLEUROTES MYCIDOUC ";"Fruits et legumes";"N/A";"0.01238";"Mycidouc";"";"0.01300";"0.05500";"2430000003226";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
"323";"POMMES";"Fruits et legumes";"N/A";"0.00164";"La Galante (pommes)";"";"0.00215";"0.05500";"2430000003233";"";"0.00000";"";"";"";"0";"0";"1";"0";"";"";"Fruits et legumes";"0.00";""
